unit_id,connection_type,technology,tier,rsp,state_or_territory,geography,is_this_service_impaired,is_this_service_underperforming,gateway_mac,All hour trimmed mean download speed,All hour minimum download speed,All hour maximum download speed,Busy hour trimmed mean download speed,Busy hour minimum download speed,Busy hour maximum download speed,All hour trimmed mean upload speed,All hour minimum upload speed,All hour maximum upload speed,Busy hour trimmed mean upload speed,Busy hour minimum upload speed,Busy hour maximum upload speed,All hour trimmed mean latency,All hour minimum latency,All hour maximum latency,Busy hour trimmed mean latency,Busy hour minimum latency,Busy hour maximum latency,Average daily outages
42314469,NBN,Hybrid Fibre Coaxial,100/20 Mbps,Aussie Broadband,QLD,Urban,FALSE,FALSE,D435xxxxxx,108.47,93.51,109.54,108.28,104.41,109.46,18.96,18.1,19.04,18.94,18.1,19.02,9.5,7.74,31.46,9.76,9.32,14.68,0.74
55105253,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,,QLD,Urban,FALSE,FALSE,7483xxxxxx,924.12,562.46,936.75,929.73,906.57,936.48,46.8,34.21,47.13,46.7,45.31,47.12,3,2.88,3.5,3.01,2.9,3.13,0
3880941,NBN very high speed services,Hybrid Fibre Coaxial,500-990/50 Mbps,,QLD,Urban,FALSE,FALSE,0836xxxxxx,611.66,221.19,895.35,547.99,239.33,687.34,47.04,42.9,47.43,46.8,43.23,47.34,8.22,7.66,16.27,8.63,7.93,16.27,0
5071853,NBN,Fibre to the Node,50/20 Mbps,Aussie Broadband,QLD,Major Rural,FALSE,FALSE,7C10xxxxxx,46.83,34.57,47.84,46.91,42.99,47.76,10.09,5.72,10.43,10.14,9.46,10.43,7.46,7.22,13.12,7.69,7.34,13.12,0.19
23116269,NBN_FW,Fixed Wireless,25/5 Mbps,,QLD,Remote,FALSE,FALSE,E0B9xxxxxx,25.5,18.09,26.78,23.84,18.09,26.54,4.67,3.63,4.84,4.42,3.63,4.77,34.89,30.78,44.5,35.76,31.57,44.5,0.03
24029169,NBN,Hybrid Fibre Coaxial,50/20 Mbps,Dodo & iPrimus,QLD,Urban,FALSE,FALSE,C0FFxxxxxx,51.58,15.71,53.27,51.14,44.37,53.17,18.18,13.91,18.4,17.73,13.91,18.35,10.28,9.54,35.37,11.27,10.04,17.02,1.93
38966517,NBN,Fibre to the Node,50/20 Mbps,Aussie Broadband,QLD,Major Rural,TRUE,TRUE,18F1xxxxxx,34.46,14.16,36.11,34.38,17.36,36.05,4.91,3.92,5.79,4.88,4.18,5.7,8.73,8.09,11.19,8.98,8.14,11,0.03
3880957,NBN,Fibre to the Node,50/20 Mbps,Optus,QLD,Urban,FALSE,FALSE,88A6xxxxxx,54.2,26.72,54.65,53.9,44.06,54.65,18.88,11.23,19.26,18.83,18.64,19.13,6.4,6.12,25.05,6.39,6.17,7.26,0
24869117,NBN,Hybrid Fibre Coaxial,100/20 Mbps,TPG,QLD,Urban,FALSE,FALSE,34E8xxxxxx,107.17,64.01,108.02,106.65,87.93,107.87,18.67,12.77,18.86,18.81,18.74,18.86,10.34,9.65,12.84,10.5,9.86,11.89,0
23244541,NBN,Fibre to the Node,100/20 Mbps,Dodo & iPrimus,QLD,Urban,FALSE,FALSE,E4FBxxxxxx,99.33,76.11,99.85,99.66,94.96,99.82,18.84,18.57,18.94,18.84,18.79,18.9,14.17,12.43,16.96,14.15,12.52,16.96,0.23
55458305,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,,WA,Urban,FALSE,FALSE,42BFxxxxxx,819.15,183.9,839.59,794.37,414.96,839.38,46.42,19.74,46.77,45.55,23.36,46.74,4.5,3.98,6.88,4.67,4.08,6.31,0.39
26490117,NBN,Fibre to the Node,50/20 Mbps,iiNet,WA,Urban,TRUE,TRUE,1013xxxxxx,35.54,25.76,36.3,35.01,25.76,36.29,7.83,7.23,8.5,7.8,7.5,7.86,5.95,5.82,22.23,6.12,5.84,8.87,0.06
23244557,NBN,Fibre to the Node,25/5 Mbps,Other RSPs,WA,Urban,FALSE,FALSE,18F1xxxxxx,26.68,8.05,27.14,26.49,22.86,27.11,4.6,4.49,4.7,4.59,4.53,4.62,8.72,8.6,9.67,8.82,8.71,9.26,0.28
22865937,NBN very high speed services,Hybrid Fibre Coaxial,500-990/50 Mbps,,WA,Urban,FALSE,FALSE,A491xxxxxx,782.29,234.87,951.19,710.59,307.51,932.71,47.2,39.08,47.53,47.29,44.67,47.45,9.07,7.87,25.28,9.21,8.08,17.91,0.03
2535447,NBN,Fibre to the Node,50/20 Mbps,Telstra,WA,Urban,FALSE,FALSE,BC30xxxxxx,53.89,35.78,55.06,52.92,40.92,54.66,13.92,10.17,15.39,14.05,12.77,15.31,7.57,6.77,9.68,7.64,7,9.01,0.16
23430429,NBN,Fibre to the Premises,50/20 Mbps,Telstra,WA,Urban,FALSE,FALSE,F09Fxxxxxx,54.14,38.13,55.24,53.53,41.74,54.68,18.9,15.71,19.01,18.76,16.81,18.97,2.4,2.15,10,3.09,2.18,10,0.23
40518689,NBN,Fibre to the Node,50/20 Mbps,iiNet,WA,Urban,FALSE,FALSE,E0B9xxxxxx,53.68,28.56,54.02,53.23,28.56,54.02,18.96,18.51,19.03,18.97,18.88,19.01,5.84,5.55,16.58,6.17,5.66,11.19,0.06
61833253,Non-NBN fixed line services,Fibre to the Premises,100/40 Mbps,,WA,,FALSE,FALSE,74ACxxxxxx,71.39,8.47,82.71,53.89,11.21,82.66,30.35,15.08,31.84,29.91,20.11,31.83,3.93,2.26,24.26,10.39,3.14,24.26,0.35
55105321,NBN,Fibre to the Node,25/10 Mbps,Dodo & iPrimus,WA,Urban,FALSE,FALSE,F8CAxxxxxx,26.15,14.2,26.78,25.65,18.31,26.62,9.41,8.7,9.5,9.38,8.7,9.44,7,6.53,14.85,7.49,6.6,12.18,0
48464429,NBN_FW,Fixed Wireless,Fixed Wireless Plus,,WA,Remote,FALSE,FALSE,D807xxxxxx,39.65,3.19,67.15,13.9,3.81,37.21,4.07,0.77,7.27,2.31,0.98,3.75,48.3,40.1,71.74,50.03,44.8,64.38,0.1
2975281,NBN,Hybrid Fibre Coaxial,100/20 Mbps,Telstra,WA,Urban,FALSE,FALSE,A491xxxxxx,108.33,31.25,109.36,106.78,91.11,109.33,18.76,0.02,19.06,18.74,18.37,19.02,8.45,7.98,13.49,8.63,8.25,9.6,4.16
1188407,NBN,Fibre to the Premises,50/20 Mbps,Aussie Broadband,WA,Urban,FALSE,FALSE,A491xxxxxx,53.92,46.35,54.17,53.82,46.35,54.17,18.97,18.46,19.02,18.96,18.93,19.01,2.2,2,5.9,2.52,2.06,5.9,0.03
2975297,NBN,Fibre to the Node,50/20 Mbps,Vodafone,WA,Urban,FALSE,FALSE,D435xxxxxx,52.92,8.45,54.02,51.88,40.46,54.02,18.77,15.95,19.1,18.62,16.72,18.98,47.06,5.53,77.91,48.11,5.61,77.91,0.16
54368841,NBN,Fibre to the Curb,100/20 Mbps,Telstra,WA,Urban,FALSE,FALSE,703Axxxxxx,80.27,12.84,97.21,79.7,53.73,93.45,17.66,11.97,19.04,17.5,12.73,18.97,11.19,8.57,57.49,11.96,8.8,40.81,0.32
24029257,NBN,Fibre to the Node,100/20 Mbps,Dodo & iPrimus,WA,Urban,TRUE,FALSE,0802xxxxxx,92.19,71.88,92.83,91.71,82.69,92.79,18.86,18.71,18.98,18.87,18.77,18.98,11.39,11.09,15.02,11.51,11.21,15.02,0.29
48758601,NBN,Fibre to the Premises,100/40 Mbps,Other RSPs,WA,Urban,FALSE,FALSE,D858xxxxxx,106.54,67.13,108.82,106.11,87.56,108.72,37.6,36.35,37.77,37.54,36.92,37.72,7.55,7.31,7.86,7.59,7.35,7.83,0.13
21854285,NBN,Hybrid Fibre Coaxial,50/20 Mbps,Exetel,WA,Urban,FALSE,FALSE,5078xxxxxx,54.24,45.96,54.74,54.33,52.99,54.56,18.8,17.61,18.95,18.8,17.69,18.93,9.01,8.44,16.64,9.63,8.8,16.64,0.84
45564753,NBN,Fibre to the Node,50/20 Mbps,Telstra,WA,Urban,FALSE,FALSE,A0B5xxxxxx,52.2,2.36,54.55,50.58,9.16,54.55,10.13,4.52,10.75,9.8,4.86,10.74,8.86,6.59,68.82,10.33,6.62,55.82,0.12
24029529,NBN,Fibre to the Node,50/20 Mbps,iiNet,WA,Urban,FALSE,FALSE,703Axxxxxx,43.89,26.52,52.94,43.69,32.75,52.11,16.49,9.55,19.05,16.52,11.31,18.98,6.17,5.41,24.42,6.47,5.52,18.33,0.06
2565211,NBN,Fibre to the Premises,100/40 Mbps,Telstra,WA,Urban,FALSE,FALSE,D435xxxxxx,108.97,86.93,110.69,108.16,95.04,109.71,37.94,37.79,38.01,37.93,37.79,38.01,2.46,2.3,9.35,2.49,2.33,2.88,0.06
23580765,NBN,Fibre to the Premises,25/5 Mbps,Dodo & iPrimus,WA,Urban,FALSE,FALSE,F823xxxxxx,26.23,11.24,26.69,25.17,11.24,26.65,4.7,4.51,4.76,4.69,4.58,4.75,3.94,3.09,10.91,5.71,3.21,10.91,0.03
23084129,NBN,Fibre to the Node,50/20 Mbps,Superloop,WA,Urban,FALSE,FALSE,3C84xxxxxx,53.12,22.33,54.72,51.96,26.04,54.68,9.21,7.78,9.79,9.23,8.41,9.58,6.37,6.03,14.6,6.81,6.05,9.82,0.13
2565233,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,,WA,Urban,FALSE,TRUE,18F1xxxxxx,490.92,107.62,535.79,480.74,107.62,532.48,47.02,46.51,47.14,47.02,46.81,47.14,2.33,1.93,12.01,2.69,2,6.54,0.06
21854321,NBN,Fibre to the Premises,100/20 Mbps,TPG,WA,Urban,FALSE,FALSE,6C5Axxxxxx,105.8,33.52,107.68,106.02,92.14,107.5,18.83,17.99,18.88,18.82,18.38,18.88,3.11,2.63,18.07,4.14,2.66,14.85,0
23084153,NBN,Fibre to the Node,50/20 Mbps,Optus,WA,Urban,TRUE,FALSE,346Bxxxxxx,40.26,1.48,42.59,38.88,17.99,42.45,8.88,6.86,9.57,8.77,7.42,9.55,9.75,7.06,68.2,10.29,7.48,44.22,0.19
45564793,NBN,Fibre to the Node,50/20 Mbps,TPG,WA,Urban,FALSE,FALSE,B095xxxxxx,52.6,23.81,53.75,52.17,38.03,53.69,18.81,18.26,18.97,18.8,18.67,18.88,6.67,6.36,14.2,7.26,6.38,12.2,0.13
2512765,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,,WA,Urban,FALSE,FALSE,7483xxxxxx,770.69,207,920.86,560.4,295.22,898.2,47.37,46.32,47.5,47.27,46.7,47.46,1.99,1.68,7.45,2.32,1.76,7.02,0
21854337,NBN,Fibre to the Node,100/40 Mbps,Optus,WA,Urban,TRUE,TRUE,1006xxxxxx,67.04,44.66,70.96,66.71,47.14,70.96,23.06,20.44,23.76,23.07,22.35,23.76,6.18,5.11,9.91,6.35,5.17,9.06,0
2992259,NBN,Fibre to the Node,50/20 Mbps,Optus,WA,Urban,TRUE,FALSE,2420xxxxxx,44.45,34.01,46.37,44.07,37.51,46.32,13.48,12.73,14.02,13.51,12.89,13.99,7.46,7.19,9.44,7.52,7.22,8.4,0.06
29843337,NBN,Fibre to the Node,25/10 Mbps,Aussie Broadband,WA,Urban,FALSE,FALSE,2C30xxxxxx,27.05,6.2,27.48,27.09,25.96,27.33,6.89,3.87,7.36,6.9,6.82,6.96,8.9,7.91,19.44,8.85,8.01,12.29,0
23486861,NBN,Fibre to the Premises,100/40 Mbps,Dodo & iPrimus,WA,Urban,FALSE,FALSE,C814xxxxxx,92.7,51.51,93.95,91.06,72.52,93.86,37.64,31.67,37.72,37.49,36.07,37.7,7.73,7.26,11.95,7.86,7.28,8.91,0.1
33031317,NBN,Fibre to the Premises,100/40 Mbps,Optus,WA,Urban,FALSE,FALSE,D8D7xxxxxx,108.57,68.77,111.11,106.4,74.63,109.38,37.93,36.87,38,37.92,37.76,37.98,3.86,3.5,14.21,3.98,3.53,5.63,0.9
56715165,NBN,Fibre to the Node,100/20 Mbps,Aussie Broadband,WA,Urban,TRUE,FALSE,CC40xxxxxx,84.88,58.8,85.23,84.48,68.72,85.2,18.97,18.47,19.04,18.96,18.88,19,11.56,10.04,18.07,12.08,10.94,18.07,0
2521509,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,,WA,Urban,FALSE,FALSE,107Bxxxxxx,915.73,158.99,931.59,888.78,351.15,931.28,47.13,43.35,47.24,47.02,43.35,47.18,2.05,1.95,10.22,2.1,1.99,2.95,0.06
23116197,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,,WA,Urban,FALSE,FALSE,245Axxxxxx,524.31,142.97,844.52,361.85,142.97,594.23,46.82,41.66,47.24,46.32,41.66,47.14,3.2,2.69,42.75,7.02,2.82,42.75,0.07
23116209,NBN,Fibre to the Premises,100/20 Mbps,Superloop,WA,Urban,FALSE,FALSE,1C3Bxxxxxx,108.82,88.86,109.43,107.77,99.54,109.37,18.96,18.69,19.02,18.94,18.69,19.01,1.94,1.7,7.43,2.17,1.73,5.53,0
66082745,NBN,Hybrid Fibre Coaxial,100/20 Mbps,Telstra,WA,Urban,FALSE,FALSE,24A4xxxxxx,107.58,53.63,109.67,105.34,53.63,108.54,14.12,6.45,17.49,13.99,9.88,17.05,28.34,11.68,58.15,28.68,11.81,56.78,0.23
2621887,NBN,Fibre to the Premises,50/20 Mbps,iiNet,WA,Urban,FALSE,FALSE,B0BExxxxxx,53.56,41.97,54.03,53.39,49.54,54.03,18.94,16.77,19.01,18.87,16.77,18.99,2.49,2.21,8.83,2.95,2.24,7.47,0.19
29843393,NBN,Fibre to the Curb,50/20 Mbps,Telstra,WA,Urban,FALSE,FALSE,BC30xxxxxx,54.21,32.86,55.03,53.62,40.83,55.03,18.77,13.41,18.88,18.78,17.91,18.87,5.12,4.89,9.46,5.34,4.89,9.46,0.16
31032001,NBN,Fibre to the Node,100/40 Mbps,Optus,WA,Urban,FALSE,FALSE,305Axxxxxx,104.55,85.27,105.84,103.33,90.74,105.63,36.72,32.89,38.05,36.62,32.95,38.05,8.34,6.01,13.26,8.49,6.05,13.26,0.19
45564613,NBN,Fibre to the Node,100/20 Mbps,TPG,WA,Urban,TRUE,TRUE,68FFxxxxxx,55.56,20.26,60.22,56.65,39.95,60.07,16.85,1.7,19.94,18.97,18.79,19.94,6.75,6.12,8.8,6.7,6.12,8.64,0.94
45564869,NBN_FW,Fixed Wireless,Fixed Wireless Plus,,WA,Minor Rural,FALSE,FALSE,68D7xxxxxx,74.27,16.39,83.13,67.7,25.92,81.52,6.88,2.8,10.14,5.35,3.55,8.28,49.75,43.69,112.36,50.57,44.93,61.24,0.42
24869065,NBN,Hybrid Fibre Coaxial,100/20 Mbps,Telstra,WA,Urban,FALSE,FALSE,A491xxxxxx,108.17,69.94,109.76,106.65,69.94,109.4,18.77,18.08,19.17,18.74,18.46,19.17,9.04,8.46,10.99,9.33,8.71,10.93,0.13
28576205,NBN,Fibre to the Node,25/10 Mbps,Aussie Broadband,WA,Urban,FALSE,FALSE,2C4Dxxxxxx,26.07,2.79,27.49,26.12,15.52,27.39,9.46,7.43,9.54,9.45,9.15,9.53,5.89,4.82,20.23,6.46,4.89,17.52,0
23486925,NBN,Fibre to the Node,25/5 Mbps,TPG,WA,Urban,FALSE,FALSE,34E8xxxxxx,21.96,13.82,22.95,21.64,13.82,22.95,2.96,2.38,3.6,2.95,2.43,3.2,8.46,8.06,15.65,8.74,8.17,10.5,0.32
21854417,NBN,Fibre to the Premises,100/40 Mbps,Optus,WA,Urban,FALSE,FALSE,1890xxxxxx,108.22,77.17,109.31,101.06,77.17,109.3,37.61,36.95,38.16,37.52,37.29,37.8,3.44,3.19,4.37,3.53,3.21,4.15,0
66151897,NBN,Fibre to the Node,100/40 Mbps,iiNet,WA,Urban,TRUE,FALSE,7C5Axxxxxx,81.39,74.26,81.82,81.19,74.26,81.81,37.17,35.55,37.75,37.16,36.79,37.68,5.58,5.29,8.37,5.53,5.29,5.92,0.06
60077529,NBN_FW,Fixed Wireless,Fixed Wireless Plus,,WA,Remote,FALSE,FALSE,AC9Exxxxxx,65.74,7.56,74.83,56.69,7.56,73.03,9.2,4.09,10.8,7.58,4.48,10.09,32.95,30.93,40.59,32.93,32.19,33.74,0.06
56963037,NBN,Fibre to the Node,25/5 Mbps,Telstra,WA,Urban,FALSE,FALSE,F46Bxxxxxx,27.26,15.54,27.53,26.9,17.69,27.43,4.74,4.38,4.89,4.72,4.38,4.81,10.88,10.58,17.44,11.08,10.6,15.19,0.1
23486945,NBN,Fibre to the Node,50/20 Mbps,Telstra,WA,Urban,FALSE,FALSE,A491xxxxxx,53.3,17.61,55.08,51.79,35.33,55.03,18.92,13.37,19.25,18.96,18.21,19.22,21.41,21,41.86,21.64,21.04,25.13,0.1
24869089,NBN,Fibre to the Node,50/20 Mbps,iiNet,WA,Urban,FALSE,FALSE,A491xxxxxx,53.15,36,53.61,52.88,43.96,53.5,18.83,18.38,18.89,18.83,18.77,18.89,6.05,5.84,13.94,6.09,5.85,7.3,0.16
57725669,Non-NBN fixed line services,Hybrid Fibre Coaxial,100/20 Mbps,,NT + SA,,FALSE,FALSE,9CC9xxxxxx,83.16,26.7,96.05,76.16,26.7,92.71,18.38,15.02,19.07,18.24,15.02,18.62,14.59,9.2,93.63,21.12,10.95,84.35,0.06
23486953,NBN,Fibre to the Node,50/20 Mbps,iiNet,WA,Urban,FALSE,FALSE,A491xxxxxx,53.62,19.68,53.99,53.57,50.72,53.94,15.9,14.5,17.01,15.87,15.33,16.62,6.25,5.88,14.13,6.44,5.94,9.65,0.26
26490093,NBN,Fibre to the Node,50/20 Mbps,Aussie Broadband,WA,Urban,FALSE,FALSE,E0B9xxxxxx,52.74,36.02,54.45,52.72,41.58,53.98,15.37,7.96,15.61,15.34,14.56,15.61,6.89,5.32,33.87,6.94,5.4,13.74,0
23244525,NBN,Fibre to the Node,100/20 Mbps,Optus,WA,Urban,FALSE,FALSE,0442xxxxxx,93.04,66.08,97.63,92.73,72.27,97.55,18.96,15.27,19.2,18.94,18.68,18.99,6.63,6.17,10.89,6.72,6.24,10.89,0.03
42314493,NBN,Fibre to the Node,25/5 Mbps,Telstra,WA,Major Rural,FALSE,FALSE,D435xxxxxx,27.22,15.74,27.46,26.81,15.74,27.44,4.91,4.17,5.35,4.9,4.46,5.23,8.38,8.18,14.64,8.48,8.24,10.18,0.61
2535423,NBN,Fibre to the Node,50/20 Mbps,Aussie Broadband,WA,Urban,FALSE,FALSE,D850xxxxxx,36.68,5.68,48.29,34.66,11.22,47.52,13.49,0.35,16.59,13.47,11.59,16.47,6.6,5.4,122.41,8.88,5.45,68.78,2.58
23116289,NBN,Fibre to the Premises,50/20 Mbps,Optus,WA,Urban,FALSE,FALSE,1C3Bxxxxxx,54.48,36.2,55.18,53.65,38.81,54.85,18.66,18.16,18.67,18.65,18.37,18.67,4.78,4.26,5.79,4.77,4.28,5.79,0.03
2535439,NBN,Fibre to the Premises,100/20 Mbps,Aussie Broadband,WA,Urban,FALSE,FALSE,00E0xxxxxx,108.18,17.42,108.71,106.55,17.42,108.7,18.94,13.61,19.01,18.75,13.61,18.99,2.75,2.5,50.83,3.59,2.57,50.83,0.06
54368793,NBN,Fibre to the Node,100/40 Mbps,Aussie Broadband,WA,Urban,TRUE,FALSE,F02Fxxxxxx,79.51,71.09,80.66,78.89,73.93,80.61,27.79,26.64,28.44,27.84,26.73,28.44,7.72,6.86,11.68,8.51,7.17,11.68,0.33
23244569,NBN,Fibre to the Node,50/20 Mbps,iiNet,WA,Urban,FALSE,FALSE,1013xxxxxx,53.3,34.11,54.02,52.24,37.65,53.85,18.96,18.23,19.04,18.93,18.72,19.04,6.19,5.9,16.5,6.38,5.93,8.49,0.06
26490141,NBN,Fibre to the Node,50/20 Mbps,Aussie Broadband,WA,Urban,FALSE,FALSE,7483xxxxxx,53.2,30.29,54.74,51.85,30.29,54.44,18.94,14.94,19.03,18.83,16.44,19,6.26,5.2,45.78,6.49,5.22,14.37,0.19
50570793,NBN,Fibre to the Premises,100/20 Mbps,Other RSPs,WA,Urban,FALSE,FALSE,76ACxxxxxx,105.61,18.31,108.54,99.05,18.31,108.5,16.84,14.78,17.64,16.75,15.5,17.55,5.2,4.06,84.3,10.15,4.11,84.3,0.1
39357229,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,,WA,Urban,FALSE,FALSE,B4FBxxxxxx,913.97,55.31,937.05,850.51,55.31,936.73,47.38,46.82,47.47,47.33,46.82,47.46,3.17,2.92,5.19,3.37,2.97,4.63,0.06
23116341,NBN,Fibre to the Node,50/20 Mbps,Aussie Broadband,WA,Minor Rural,FALSE,FALSE,18F1xxxxxx,53.69,38.43,54.75,52.99,42.81,54.75,18.95,7.17,19.07,18.89,18.02,19.03,14.99,12.7,32.02,15.93,12.81,32.02,0.16
48464185,NBN_FW,Fixed Wireless,Fixed Wireless Plus,,WA,Remote,FALSE,FALSE,74ACxxxxxx,29.95,2.07,52.29,9.41,2.07,20.52,4.57,1.24,7.16,3.26,1.24,4.72,31.03,28.99,41.68,33.08,29.91,41.68,0.15
48758589,NBN,Fibre to the Node,100/20 Mbps,iiNet,WA,Urban,FALSE,FALSE,1027xxxxxx,105.52,70.64,108.59,102.4,80,108.13,18.95,17.08,19.07,18.94,18.84,18.99,4.94,4.85,10.2,5.11,4.87,7.13,0.06
21854281,NBN,Fibre to the Node,50/20 Mbps,Telstra,WA,Major Rural,TRUE,FALSE,409Bxxxxxx,38.58,16.57,39.18,37.69,25.38,39.1,8.29,7.81,8.99,8.31,8.18,8.39,21,20.18,27.35,21.34,20.3,25.15,0.06
23084137,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,,WA,Urban,FALSE,FALSE,76ACxxxxxx,868.64,281.01,938.93,759.53,353.39,936.66,47.33,41.12,47.47,47.3,46.71,47.44,2.42,2.26,6.5,2.57,2.31,4.51,0.1
21854317,NBN,Fibre to the Node,50/20 Mbps,iiNet,WA,Urban,TRUE,TRUE,3810xxxxxx,21.81,14.33,22.41,21.67,19.95,22.37,8.83,8.12,9.7,8.93,8.48,9.66,6.68,6.33,18.18,7.21,6.38,15.39,0.1
6986613,NBN,Fibre to the Premises,50/20 Mbps,iiNet,WA,Urban,FALSE,FALSE,B0A7xxxxxx,53.62,34.33,54.02,53.07,34.33,54.02,18.96,18.13,19.02,18.96,18.63,19,7.24,5.74,13.98,8.06,6.47,12.07,0.13
26490237,NBN,Fibre to the Node,25/5 Mbps,Vodafone,WA,Urban,FALSE,FALSE,A491xxxxxx,26.52,5.25,27.02,26.46,21.05,26.98,4.73,4.45,4.78,4.72,4.45,4.77,34.4,12.92,104.49,32.9,12.95,64.27,0.1
27351425,NBN,Hybrid Fibre Coaxial,50/20 Mbps,TPG,WA,Urban,FALSE,FALSE,50D4xxxxxx,53.09,32.39,53.71,52.39,32.39,53.54,18.77,17.12,18.95,18.76,18.41,18.95,9.02,8.47,14.99,9.3,8.69,13.79,0.26
29843345,NBN,Fibre to the Node,50/20 Mbps,Telstra,WA,Urban,TRUE,FALSE,20B0xxxxxx,40.08,13.43,41.11,39.99,33.58,41.1,13.41,11.16,14.12,13.38,11.62,14.04,6.81,6.3,11.71,6.91,6.34,9.95,0.1
2565271,NBN,Fibre to the Premises,50/20 Mbps,Aussie Broadband,WA,Urban,FALSE,FALSE,38D5xxxxxx,53.27,29.24,54.48,51.37,29.24,54.32,18.92,16.33,19.02,18.78,16.33,19,3.49,2.22,14.77,4.33,2.28,12.63,0
55458457,NBN,Fibre to the Premises,250/25 Mbps,Vodafone,WA,Urban,FALSE,FALSE,34E8xxxxxx,203.06,41.85,269.95,190.73,41.85,269.54,20.46,5.66,23.61,20.22,12.54,23.5,44.48,4.09,74.42,43.77,4.15,61.38,0.23
23084185,NBN,Fibre to the Premises,50/20 Mbps,Dodo & iPrimus,WA,Urban,FALSE,FALSE,E81Cxxxxxx,48.9,17.55,49.41,48.82,44.92,49.23,18.74,14.81,18.93,18.68,16.49,18.89,3.26,2.82,5.31,3.32,2.9,4.33,0.03
3569321,NBN_FW,Fixed Wireless,Fixed Wireless Plus,,WA,Remote,FALSE,FALSE,8026xxxxxx,66.48,13.82,82.68,46.85,14.17,80.72,14.02,3.43,20.25,11.07,3.43,15.74,45.06,41.53,71.72,45.1,41.53,50.56,0.13
34132677,NBN,Fibre to the Node,100/20 Mbps,Aussie Broadband,WA,Urban,FALSE,FALSE,54AFxxxxxx,73.53,54.19,105.69,74.08,72.44,75.71,18.96,18.87,19.05,18.99,18.99,18.99,10.05,5.31,102.17,6.3,5.43,8.1,0.2
21854425,NBN,Fibre to the Node,50/20 Mbps,Aussie Broadband,WA,Urban,FALSE,FALSE,18F1xxxxxx,52.31,6.74,54.28,51.41,24.27,53.97,18.85,12.54,19.05,18.71,16.62,19.03,7.14,5.41,70.37,8.04,5.43,29.3,0.06
4080861,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,,WA,Urban,FALSE,FALSE,90ECxxxxxx,900.29,182.83,936.99,819.33,182.83,936.99,46.26,40.81,47.01,46.44,42.43,47,3.36,2.19,10.31,3.53,2.22,10.31,0.13
24328929,NBN,Fibre to the Node,50/20 Mbps,Aussie Broadband,WA,Urban,TRUE,FALSE,18F1xxxxxx,40.6,22.05,44.34,39.65,22.05,44.19,10.34,8.06,10.95,10.28,9.74,10.68,8.27,6.89,15.29,8.45,7.03,14.94,0
23486957,NBN,Fibre to the Node,100/20 Mbps,Telstra,WA,Urban,TRUE,FALSE,1013xxxxxx,90.33,63.66,93.98,90.01,77.73,93.07,18.9,17.6,19.24,18.91,18.43,19.05,7.65,6.3,11.56,7.12,6.35,10.3,0.13
24454653,NBN,Fibre to the Node,50/20 Mbps,iiNet,WA,Urban,TRUE,TRUE,1013xxxxxx,34.17,18.09,34.84,33.81,21.13,34.84,5.52,2.69,7.34,5.51,4.68,6.89,16.89,16.02,22.49,17.06,16.1,19.47,0.06
47354881,NBN,Hybrid Fibre Coaxial,100/20 Mbps,Aussie Broadband,QLD,Urban,FALSE,FALSE,10DAxxxxxx,107.3,16.45,110.03,106.93,71.28,108.8,18.94,16.95,19.26,18.9,18.38,19.03,11.59,9.27,35.69,13.02,9.56,31.36,0.16
31032069,NBN,Fibre to the Node,50/20 Mbps,TPG,QLD,Major Rural,FALSE,FALSE,98DAxxxxxx,51.68,17.89,52.13,51.59,48.25,52.11,10.06,9.37,11.56,10.07,9.41,10.52,18.88,18.66,29.1,19.05,18.71,22.07,0
23116293,NBN,Fibre to the Premises,50/20 Mbps,Exetel,QLD,Urban,FALSE,FALSE,34DAxxxxxx,54.11,36.06,54.71,53.77,48.39,54.48,18.83,16.4,18.92,18.79,17.93,18.89,22,21.9,28.88,22.24,21.96,28.88,0
46192901,NBN,Fibre to the Curb,100/40 Mbps,Superloop,QLD,Urban,FALSE,FALSE,3C84xxxxxx,97.42,66.97,98.27,97.42,86.61,98.17,37.9,35.85,37.99,37.85,37.05,37.97,5.19,4.86,14.04,5.49,4.94,9.97,0
42617369,NBN,Hybrid Fibre Coaxial,50/20 Mbps,Exetel,QLD,Urban,FALSE,FALSE,5078xxxxxx,54.16,39.54,54.62,54.16,52.18,54.43,18.84,18.48,18.92,18.83,18.49,18.9,8.99,8.73,12.83,9.21,8.88,10.99,0.13
24028701,NBN,Hybrid Fibre Coaxial,50/20 Mbps,TPG,QLD,Urban,FALSE,FALSE,B095xxxxxx,53.5,47.04,53.96,53.55,52.63,53.96,18.76,18.22,18.94,18.74,18.37,18.94,9.61,9.26,10.76,9.76,9.55,10.76,0.1
